GTIN,Manufacturer Name,Brand,Volume,Volume Code,namePublicLong,namePublicShort,functionalName,typePackaging,useableUnits,ratioAlcohol,packagingInformationList,countryOfOriginList,kind,varietalDesignationList,productbenefits,vineyardRegion,vintage
00748284002869,Jackson Family Wines,Carmel Road,375.0,mL,"Carmel Road Central Coast Pinot Noir Red Wine Half Bottle, 375ml",20 CR PINOT NOIR MONTEREY 12/H 375ml,Red Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Pinot Noir,Central Coast,,2020.0
00085200001361,"Sutter Home Winery, Inc.",Sutter Home,500.0,mL,"Sutter Home Chardonnay White  Wine, 500mL Tetra Pak",Chardonnay White Wine,,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,California,2019.0
00087872683104,San Antonio Winery Inc.,Stella Rosa,250.0,mL,"To create Stella Rosa Wines, the Riboli family chose the region of Asti, a province in Piedmont, Italy, as the source for its aromatic grapes, which have become the hallmark for the Stella Rosa style of wines. The area of Asti has particular significance to the family, as it is the birthplace of the family matriarch, Maddalena Riboli. The first Stella Rosa was Moscato D’Asti, which has become a flagship of the brand. Soon after, Stella Rosa Rosso was created – the brand’s first semi-sweet, semi-sparkling red wine blend, and first wine of its kind to be brought to America from Asti. The rapid phenomenal successes of these two wines began the lineage of Stella Rosa, which now boasts over 35 distinctive flavors.","Stella Rosa Semi-Sparkling Ruby Rosé Grapefruit Red Wineis a proprietary blend of several white grape varietals including malvasia, moscato, and a touch of barbera for color. The wine has natural flavors of grapefruit that are created using a distillation process of Italian grapefruits grown in southern Italy. Its natural
acidity and low pH strike the perfect balance with the wine’s inherent sweetness. It is not cloying or heavy. Serve chilled by-the-glass, pour over ice, or mix with your favorite spirit for an all natural, fruit-forward cocktail.",,PACK,24,5.0,,USA,"Wine, champagne & sparkling wine",,,,
00085200028771,"Sutter Home Winery, Inc.",Mason Cellars,750.0,mL,"Mason Cellars Chardonnay White Wine, 750mL Wine Bottle",Chardonnay White Wine,,EACH,1,14.1,,USA,"Wine, champagne & sparkling wine",Chardonnay,,California,2020.0
00784798320020,Jackson Family Wines,Vérité,750.0,mL,"Vérité La Joie Sonoma County Red Blend Red Wine, 750ml",19 VER LA JOIE 3/7 WD 750ml,Red Wine,EACH,1,14.3,,USA,"Wine, champagne & sparkling wine",,Sonoma County,,2019.0
00784798185193,Jackson Family Wines,Cenyth,750.0,mL,"Cenyth Sonoma County Rosé Rose Wine, 750ml",21 CENYTH ROSE 12/7 750ml,Rose Wine,EACH,1,13.1,,USA,"Wine, champagne & sparkling wine",,Sonoma County,,2021.0
00857574001052,Jackson Family Wines,La Jota Vineyard Co.,750.0,mL,"La Jota Vineyard Co. Howell Mountain Cabernet Franc Red Wine, 750ml",19 LJ CAB FRANC HM 6/7 750ml,Red Wine,EACH,1,14.1,,USA,"Wine, champagne & sparkling wine",,Howell Mountain,,2019.0
00851392007302,Jackson Family Wines,Copain Wines,750.0,mL,"Copain Wines Les Voisins Pinot Noir Red Wine, 750ml",18 CPW PN LES VOISINS 6/7 750ml,Red Wine,EACH,1,13.2,,USA,"Wine, champagne & sparkling wine",Pinot Noir,Anderson Valley,,2018.0
00086003002494,Constellation Brands,Robert Mondavi Private Selection,12.68,fl. oz,"Robert Mondavi Private Selection Chardonnay White Wine, 375 mL Half Bottle",Robert Mondavi Private Selection Chardonnay White Wine,White Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",,,California,2021.0
00083085903039,Constellation Brands,Ruffino,50.72,fl. oz,"Ruffino Chianti DOCG Sangiovese, Italian Red Wine, 1.5 L Bottle","Ruffino Chianti DOCG Sangiovese, Italian Red Wine",Red Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",,,,2021.0
00086003820746,Constellation Brands,Woodbridge,25.36,fl. oz,"Woodbridge Rum Barrel Aged Chardonnay White Wine, 750 mL Bottle",Woodbridge Rum Barrel Aged Chardonnay White Wine,White Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",,,California,
00083085903169,Constellation Brands,Ruffino,50.72,fl. oz,"Ruffino Orvieto Classico DOC Grechetto/Procanico/Trebbiano, Italian White Wine, 1.5 L Bottle","Ruffino Orvieto Classico DOC Grechetto/Procanico/Trebbiano, Italian White Wine",White Wine,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,,2021.0
00088415789611,Constellation Brands,SIMI,25.36,fl. oz,"SIMI Russian River Valley Pinot Noir Red Wine, 750 mL Bottle",SIMI Russian River Valley Pinot Noir Red Wine,Red Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2019.0
00088415789642,Constellation Brands,SIMI,25.36,fl. oz,"SIMI Russian River Valley Chardonnay White Wine, 750 mL Bottle",SIMI Russian River Valley Chardonnay White Wine,White Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2019.0
00086003005068,Constellation Brands,Robert Mondavi Private Selection,25.36,fl. oz,"Robert Mondavi Private Selection Malbec Red Wine, 750 mL Bottle",Robert Mondavi Private Selection Malbec Red Wine,Red Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",,,California,2019.0
00088415789635,Constellation Brands,SIMI,25.36,fl. oz,"SIMI Sonoma Coast Chardonnay White Wine, 750 mL Bottle",SIMI Sonoma Coast Chardonnay White Wine,White Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2019.0
00031259000671,W. J. Deutsch & Sons Ltd.,JOSH CELLARS RESERVE,1.5,L,"Josh Cellars Reserve Paso Robles Cabernet Sauvignon Collection Ed, 1.5L",Josh Cellars Reserve Cabernet Sauvignon,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,California,2021.0
00012354001350,Treasury Wine Estates Americas Company,19 Crimes,750.0,mL,19 Crimes Cabernet Sauvignon Red Wine 750ml,19 Crimes Cabernet Sauvignon Red Wine 750ml,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,
03185370729960,Moet Hennessy,Moët & Chandon,750.0,mL,Moët & Chandon Impérial 750 ml,Sparkling Wine>Champagne,,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,,
03049614236242,Moet Hennessy,Veuve Clicquot,1.5,L,Veuve Clicquot Rosé Magnum 1.5L,Sparkling Wine>Champagne,,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",,,,
00720815320932,Wilson Daniels Ltd.,Ca'Marcanda,750.0,mL,Ca’Marcanda Magari Bolgheri DOP,Ca'Marcanda Magari Bolgheri,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,
00720815320833,Wilson Daniels Ltd.,Ca'Marcanda,750.0,mL,Ca’Marcanda Promis Toscana IGP,Ca'Marcanda Promis Toscana Rosso,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,
00720815321038,Wilson Daniels Ltd.,Ca'Marcanda,750.0,mL,Ca’Marcanda Camarcanda Bolgheri DOP,Ca'Marcanda Camarcanda Bolgheri Rosso,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,
00720815320734,Wilson Daniels Ltd.,Ca'Marcanda,750.0,mL,Ca’Marcanda Vistamare Toscana IGP,Ca'Marcanda Vistamare Toscana Bianco,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",,,,
00850020489138,Demeine Estates LLC,Ink Grade,750.0,mL,"Napa Valley Cabernet Sauvignon, 750 ml",Red Wine,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2019.0
00850016374110,Demeine Estates LLC,Brendel,750.0,mL,"Cooper's Reed Cabernet Sauvignon, 750 ml",Red Wine,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2019.0
00810106780085,Demeine Estates LLC,Roc de L'Abbaye,750.0,mL,"Sauvignon Blanc Val de Loire, 750 ml",White Wine,,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,,,2022.0
00810106780542,Demeine Estates LLC,BELGUARDO,750.0,mL,"Tirrenico, 750 ml",Red Wine,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2019.0
00810106780528,Demeine Estates LLC,BELGUARDO,750.0,mL,"Vermentino, 750 ml",White Wine,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",,,,2022.0
00810106780535,Demeine Estates LLC,BELGUARDO,750.0,mL,"Belguardo Rosé, 750 ml",Rose Wine,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Syrah,,,2022.0
00850020489039,Demeine Estates LLC,Ink Grade,750.0,mL,"Howell Mountain Cabernet Sauvignon, 750 ml",Red Wine,,EACH,1,0.14,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2018.0
00098803011637,Demeine Estates LLC,HEITZ CELLAR,750.0,mL,"Martha's Vineyard Cabernet Sauvignon, 750 ml",Red Wine,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2017.0
00098803011774,Demeine Estates LLC,HEITZ CELLAR,750.0,mL,"Cabernet Sauvignon - Linda Falls Vineyard, 750 ml",Red Wine,,EACH,1,15.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2017.0
00850651005493,Demeine Estates LLC,Villa Sandi,200.0,mL,"Prosecco DOC Rosé Il Fresco Brut Millesimato, 200 ml",Sparkling Wine,,EACH,1,11.0,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,,2023.0
00098803011699,Demeine Estates LLC,HEITZ CELLAR,750.0,mL,"Lot C-91 Cabernet Sauvignon, 750 ml",Red Wine,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2018.0
00098803011644,Demeine Estates LLC,HEITZ CELLAR,750.0,mL,"Trailside Vineyard Cabernet Sauvignon, 750 ml",Red Wine,,EACH,1,15.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2017.0
00086785641126,Demeine Estates LLC,BELGUARDO,750.0,mL,"Tenuta Belguardo, 750 ml",Red Wine,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2015.0
00098803021889,Demeine Estates LLC,HEITZ CELLAR,750.0,mL,"Quartz Creek Chardonnay, 750 ml",White Wine,,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,,2020.0
00081584014379,Jackson Family Wines,Kendall-Jackson,750.0,mL,"Kendall-Jackson Mendocino County Chardonnay White Wine, 750ml",21 KJ CH KENTUCKY DERBY 12/7 750ml,White Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,California,California,2021.0
00707087001011,Jackson Family Wines,Catalina Sounds,750.0,mL,"Catalina Sounds Sauvignon Blanc White Wine, 750ml",22 9SN SAUVIGNON BLANC 12/7 750ml,White Wine,EACH,1,0.0,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,Marlborough,Marlborough,2022.0
00081584014386,Jackson Family Wines,Kendall-Jackson,750.0,mL,"Kendall-Jackson Sonoma County Cabernet Sauvignon Red Wine, 750ml",20 KJ CS KENTUCKY DERBY 12/7 750ml,Red Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,Sonoma County,,2020.0
00081584003298,Jackson Family Wines,Kendall-Jackson,750.0,mL,"Kendall-Jackson Petaluma Gap Pinot Noir Red Wine, 750ml",18 KJ JEA PN PETALUMA GAP 6/7 750ml,Red Wine,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Pinot Noir,Petaluma Gap,,2018.0
00081584013273,Jackson Family Wines,Kendall-Jackson,750.0,mL,"Kendall-Jackson Alexander Valley Cabernet Sauvignon Red Wine, 750ml",18 KJ JEA CS ALEXANDER 12/7 750ml,Red Wine,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,Alexander Valley,,2018.0
00089419851120,,Mongeard-Mugneret,750.0,mL,Mongeard-Mugneret Gevrey-Chambertin,"Mongeard Mugneret, Gevrey-Chambertin 2021, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,Burgundy,2021.0
00089419945362,,Thierry & Pascale Matrot,750.0,mL,Domaine Matrot Puligny-Montrachet Premier Cru Les Combettes,"Matrot, Puligny-Montrachet, 1Er Cru Les Combettes 2021, 750 mL, 12 Bottles Per Case",Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Chardonnay,,Burgundy,2021.0
00089419475098,,Henri Gouges,750.0,mL,Domaine Henri Gouges Nuits-Saint-Georges Premier Cru Les Chaignots,"Gouges, Nuits-St-Georges, 1Er Cru Les Chaignots 2021, 750 mL, 12 Bottles Per Case",Wine,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,Burgundy,2021.0
00799987003028,Jackson Family Wines,Benvolio,750.0,mL,"Benvolio Benvolio Rosso Trevenezie Wine, 750ml",21 BNV ROSSO TREVENEZIE 12/7 750ml,Red Wine,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",,,,2021.0
00031259004495,W. J. Deutsch & Sons Ltd.,JOSH CELLARS,750.0,mL,"Josh Cellars Prosecco Rosé, 750ml",Josh Cellars Prosecco,,EACH,1,47.0,,USA,"Wine, champagne & sparkling wine",Glera/Prosecco,,Veneto,2022.0
00031259005294,W. J. Deutsch & Sons Ltd.,JOSH CELLARS,375.0,mL,"Josh Cellars Pinot Noir, 375ml",Josh Cellars Pinot Noir,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,California,2021.0
00839743001582,W. J. Deutsch & Sons Ltd.,YELLOW TAIL,1.5,L,"Yellow Tail Red Sangria, 1.5L",Yellow Tail Red Sangria,,EACH,1,11.5,,USA,"Wine, champagne & sparkling wine",Blend,,South Eastern Australia,
00031259009544,W. J. Deutsch & Sons Ltd.,YELLOW TAIL,750.0,mL,"Yellow Tail Shiraz Cabernet, 750ml",Yellow Tail Shiraz Cabernet,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",,,South Eastern Australia,
00031259005010,W. J. Deutsch & Sons Ltd.,JOSH CELLARS,1.5,L,"Josh Cellars Cabernet Sauvignon, 1.5L",Josh Cellars Cabernet Sauvignon,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,California,2022.0
00031259009223,W. J. Deutsch & Sons Ltd.,YELLOW TAIL,750.0,mL,"Yellow Tail Merlot, 750ml",Yellow Tail Merlot,,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Merlot,,South Eastern Australia,2021.0
00839743001483,W. J. Deutsch & Sons Ltd.,YELLOW TAIL,750.0,mL,"Yellow Tail Big Bold Red, 750ml",Yellow Tail Red Blend,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Blend,,South Eastern Australia,
00031259008943,W. J. Deutsch & Sons Ltd.,YELLOW TAIL,750.0,mL,"Yellow Tail Shiraz, 750ml",Yellow Tail Shiraz,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Syrah,,South Eastern Australia,
00031259005027,W. J. Deutsch & Sons Ltd.,JOSH CELLARS RESERVE,1.5,L,"Josh Cellars Reserve North Coast Cabernet Sauvignon, 1.5L",Josh Cellars Reserve Cabernet Sauvignon,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,California,2019.0
00839743002879,W. J. Deutsch & Sons Ltd.,YELLOW TAIL,750.0,mL,"Yellow Tail Pure Bright Pinot Grigio, 750ml",Yellow Tail Pinot Grigio,,EACH,1,8.5,,USA,"Wine, champagne & sparkling wine",Pinot Grigio,,South Eastern Australia,
00031259032634,W. J. Deutsch & Sons Ltd.,YELLOW TAIL,750.0,mL,"Yellow Tail Chardonnay Super Crisp, 750ml",Yellow Tail Super Crisp Chardonnay,,EACH,1,11.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,South Eastern Australia,
00031259004211,W. J. Deutsch & Sons Ltd.,JOSH CELLARS,375.0,mL,"Josh Cellars Chardonnay, 375ml",Josh Cellars Chardonnay,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,California,2023.0
00031259003047,W. J. Deutsch & Sons Ltd.,JOSH CELLARS RESERVE,750.0,mL,"Josh Cellars Reserve Lodi Cabernet Sauvignon, 750ml",Josh Cellars Reserve Cabernet Sauvignon,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,California,2020.0
00031259004532,W. J. Deutsch & Sons Ltd.,THE CALLING,750.0,mL,"The Calling Pinot Noir Terra De Promissio, 750ml",The Calling Pinot Noir,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,California,2019.0
00085200023592,"Sutter Home Winery, Inc.",Mind & Body,750.0,mL,"Mind & Body Bubbly Rosé Sparkling Wine, Low Alcohol & Low Calorie, 750mL Wine Bottle",Mind & Body Bubbly Rosé Sparkling .,,EACH,1,8.75,,USA,"Wine, champagne & sparkling wine",,,California,2021.0
00085200023578,"Sutter Home Winery, Inc.",Mind & Body,750.0,mL,"Mind & Body Bubbly Brut Sparkling Wine, Low Alcohol & Low Calorie, 750mL Wine Bottle",Mind & Body Bubbly Brut Sparkling .,,EACH,1,8.6,,USA,"Wine, champagne & sparkling wine",,,California,2021.0
00851334005076,"Sutter Home Winery, Inc.",Hanson of Sonoma,750.0,mL,"Hanson of Sonoma Organic Habanero Vodka Alcohol, Original Grape-Based, Family Made Vodka, 750mL Bottle",Hanson of Sonoma Organic Habanero .,,EACH,1,40.0,,USA,"Wine, champagne & sparkling wine",Not Applicable,,California,
00851334005205,"Sutter Home Winery, Inc.",Hanson of Sonoma,750.0,mL,"Hanson of Sonoma Organic Meyer Lemon Vodka Alcohol, Original Grape-Based, Family Made Vodka, 750mL Bottle",Hanson of Sonoma Organic Meyer Lem.,,EACH,1,40.0,,USA,"Wine, champagne & sparkling wine",Not Applicable,,California,
00856622001013,Bieler Pere Et Fils,Bieler Pere & Fils,750.0,mL,"Bieler Père & Fils Sabine Rose Wine, 750 ml Bottle",Rosé Wine,,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Other Red,,Provence,2019.0
00085200021482,"Sutter Home Winery, Inc.",Mind & Body,750.0,mL,"Mind & Body Cabernet Sauvignon Red Wine, Low Alcohol & Low Calorie, 750 ml Bottle",Low Alcohol & Low Calorie,,EACH,1,9.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,California,2018.0
00894509000278,"Sutter Home Winery, Inc.",Bandit,1.0,L,"Bandit Pinot Grigio White Wine, 1 L Box Wine",Pinot Grigio White Wine,,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Pinot Grigio,,California,2020.0
00856622001105,"Sutter Home Winery, Inc.",Charles & Charles,750.0,mL,"Charles & Charles Rose Wine, 750 ml Bottle",Rosé  Wine,,EACH,1,11.5,,USA,"Wine, champagne & sparkling wine",Other Red,,Washington,2020.0
00894509007581,"Sutter Home Winery, Inc.",Bandit,1.0,L,"Bandit Red Blend Wine, 1L Box Wine",Red Blend Wine,,EACH,1,13.92,,USA,"Wine, champagne & sparkling wine",,,California,2019.0
00085200021468,"Sutter Home Winery, Inc.",Mind & Body,750.0,mL,"Mind & Body Rose Wine, Low Alcohol & Low Calorie, 750 ml Bottle","Low Alcohol, Low Calorie Rosé Wine",,EACH,1,8.5,,USA,"Wine, champagne & sparkling wine",Other Red,,California,2019.0
00894509007109,"Sutter Home Winery, Inc.",Bandit,1.0,L,"Bandit Sauvignon Blanc White Wine, 1L Wine",Sauvignon Blanc White Wine,,EACH,1,13.4,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,,California,2020.0
00196383001373,"Sutter Home Winery, Inc.",Bandit,500.0,mL,"Bandit Strawberry Lemonade Wine Cocktail, 500mL Box Wine",Strawberry Lemonade Wine Cocktail,,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",,,California,
00196383001359,"Sutter Home Winery, Inc.",Bandit,500.0,mL,"Bandit Lemonade Wine Cocktail, 500mL Box Wine",Lemonade Wine Cocktail,,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",,,California,
00856622001044,Bieler Pere Et Fils,Bieler Pere & Fils,750.0,mL,"Bieler Père et Fils La Jassine Red Blend, 750 ml Bottle",La Jassine Red Blend,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",,,,2021.0
00894509000179,"Sutter Home Winery, Inc.",Bandit,1.0,L,"Bandit Cabernet Sauvignon Red Wine, 1 L Box Wine",Cabernet Sauvignon Red Wine,,EACH,1,13.7,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,California,2019.0
00894509000124,"Sutter Home Winery, Inc.",Bandit,1.0,L,"Bandit Dry Rosé Wine, 1L Box Wine",Rosé Wine,,EACH,1,13.6,,USA,"Wine, champagne & sparkling wine",Other Red,,California,2019.0
00894509000582,"Sutter Home Winery, Inc.",Bandit,1.0,L,"Bandit Chardonnay White Wine, 1 L Box Wine",Chardonnay White Wine,,EACH,1,13.3,,USA,"Wine, champagne & sparkling wine",Chardonnay,,California,2019.0
00085200021444,"Sutter Home Winery, Inc.",Mind & Body,750.0,mL,"Mind & Body Pinot Grigio Low Alcohol, Low Calorie White Wine, 750 ml Bottle","Low Alcohol, Low Calorie",,EACH,1,8.5,,USA,"Wine, champagne & sparkling wine",Pinot Grigio,,California,2019.0
00856622001112,"Sutter Home Winery, Inc.",Charles & Charles,750.0,mL,"Charles & Charles Double Trouble Red Wine Blend, 750 ml Bottle",Double Trouble Red Wine Blend,,EACH,1,13.3,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,Washington,2020.0
00851334005014,"Sutter Home Winery, Inc.",Hanson of Sonoma,750.0,mL,"Hanson of Sonoma Organic Cucumber Vodka Alcohol, Original Grape-Based, Family Made Vodka, 750mL Bottle",Hanson of Sonoma Organic Cucumber .,,EACH,1,40.0,,USA,"Wine, champagne & sparkling wine",,,California,
00856622001341,"Sutter Home Winery, Inc.",Charles & Charles,750.0,mL,"Charles & Charles Bolt Cabernet Sauvignon Red Wine, 750 ml Bottle",Bolt Cabernet Sauvignon Red Wine,,EACH,1,13.3,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,Washington,2020.0
00031259047942,W. J. Deutsch & Sons Ltd.,THE CALLING,750.0,mL,"The Calling Pinot Noir Russian River Valley Gold, 750ml",The Calling Pinot Noir,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,California,2022.0
00857744001219,W. J. Deutsch & Sons Ltd.,JOSEPH CARR,750.0,mL,"Joseph Carr Chardonnay Carneros, 750ml",Joseph Carr Chardonnay,,EACH,1,13.7,,USA,"Wine, champagne & sparkling wine",Chardonnay,,,2021.0
00831869008018,W. J. Deutsch & Sons Ltd.,THE CROSSINGS,375.0,mL,"The Crossings Sauvignon Blanc, 375ml",The Crossings Sauvignon Blanc,,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,,Marlborough,2020.0
00031259005478,W. J. Deutsch & Sons Ltd.,FORCE & GRACE,750.0,mL,"Force & Grace Cabernet Sauvignon Rutherford, 750ml",Force & Grace Cabernet Sauvignon,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2022.0
00031259005379,W. J. Deutsch & Sons Ltd.,THE CALLING,750.0,mL,"The Calling Chardonnay Charles Heintz Platinum, 750ml",The Calling Chardonnay,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,,2022.0
00008176700403,W. J. Deutsch & Sons Ltd.,GIRARD,750.0,mL,"Girard Sauvignon Blanc Napa Valley, 750ml",Girard Sauvignon Blanc,,EACH,1,13.9,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,,,2022.0
00031259001197,W. J. Deutsch & Sons Ltd.,THE CALLING,750.0,mL,"The Calling Chardonnay Sullivan Platinum, 750ml",The Calling Chardonnay,,EACH,1,13.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,California,2022.0
00856736002203,W. J. Deutsch & Sons Ltd.,BEAU JOIE,750.0,mL,"Beau Joie Brut Rosé Copper, 750ml",Beau Joie Brut Rose,,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",,,,
00086368606337,W. J. Deutsch & Sons Ltd.,SAUVION,750.0,mL,"Sauvion Muscadet, 750ml",Sauvion Melon De Bourgogne,,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Muscadet,,,2023.0
00031259021935,W. J. Deutsch & Sons Ltd.,BARONE FINI,750.0,mL,"Barone Fini Pinot Grigio Alto Adige, 750ml",Barone Fini Pinot Grigio,,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Pinot Grigio,,Alto Adige,2020.0
00031259021911,W. J. Deutsch & Sons Ltd.,BARONE FINI,750.0,mL,"Barone Fini Pinot Grigio Valdadige, 750ml",Barone Fini Pinot Grigio,,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Pinot Grigio,,Trentino-Alto Adige,2023.0
00856736002005,W. J. Deutsch & Sons Ltd.,BEAU JOIE,750.0,mL,"Beau Joie Brut Nature Copper, 750ml",Beau Joie Brut Nature,,EACH,1,12.0,,USA,"Wine, champagne & sparkling wine",,,,
00031259000046,W. J. Deutsch & Sons Ltd.,JOSH CELLARS RESERVE,750.0,mL,"Josh Cellars Reserve North Coast Cabernet Sauvignon, 750ml",Josh Cellars Reserve Cabernet Sauvignon,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,California,2022.0
00031259027173,W. J. Deutsch & Sons Ltd.,HOB NOB,750.0,mL,"Hob Nob Pinot Noir, 750ml",Hob Nob Pinot Noir,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,Languedoc-Roussillon,2022.0
00031259027142,W. J. Deutsch & Sons Ltd.,HOB NOB,750.0,mL,"Hob Nob Chardonnay, 750ml",Hob Nob Chardonnay,,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,California,2022.0
00031259005485,W. J. Deutsch & Sons Ltd.,FORCE & GRACE,750.0,mL,"Force & Grace Cabernet Sauvignon Revelist, 750ml",Force & Grace Cabernet Sauvignon,,EACH,1,14.0,,USA,"Wine, champagne & sparkling wine",Cabernet Sauvignon,,,2022.0
00831869000012,W. J. Deutsch & Sons Ltd.,THE CROSSINGS,750.0,mL,"The Crossings Sauvignon Blanc, 750ml",The Crossings Sauvignon Blanc,,EACH,1,13.0,,USA,"Wine, champagne & sparkling wine",Sauvignon Blanc,,Marlborough,2023.0
00031259047959,W. J. Deutsch & Sons Ltd.,THE CALLING,750.0,mL,"The Calling Pinot Noir Fox Den Platinum, 750ml",The Calling Pinot Noir,,EACH,1,14.75,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,California,2022.0
00031259045306,W. J. Deutsch & Sons Ltd.,HOB NOB,750.0,mL,"Hob Nob Red Blend, 750ml",Hob Nob Red Blend,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Blend,,Languedoc-Roussillon,2022.0
00031259002828,W. J. Deutsch & Sons Ltd.,CAVE DE LUGNY,750.0,mL,"Cave De Lugny Chardonnay Les Charmes, 750ml",Cave De Lugny Chardonnay,,EACH,1,12.5,,USA,"Wine, champagne & sparkling wine",Chardonnay,,,2022.0
00031259001203,W. J. Deutsch & Sons Ltd.,THE CALLING,750.0,mL,"The Calling Pinot Noir Sunny View Wax, 750ml",The Calling Pinot Noir,,EACH,1,14.5,,USA,"Wine, champagne & sparkling wine",Pinot Noir,,California,2017.0
